
:=========== Few-shot Seg. with Matcher ===========
|             datapath: datasets                
|            benchmark: pascal_part             
|                  bsz: 1                       
|              nworker: 0                       
|                 fold: 3                       
|                nshot: 1                       
|             img_size: 518                     
| use_original_imgsize: False                   
|             log_root: output/pascal/fold3     
|            visualize: 0                       
|       dinov2_weights: models/dinov2_vitl14_pretrain.pth
|          sam_weights: models/sam_vit_h_4b8939.pth
|      points_per_side: 64                      
|      pred_iou_thresh: 0.88                    
| sel_stability_score_thresh: 0.0                     
| stability_score_thresh: 0.95                    
|           iou_filter: 0.0                     
|       box_nms_thresh: 1.0                     
|         output_layer: 3                       
| dense_multimask_output: 0                       
|       use_dense_mask: 0                       
|     multimask_output: 0                       
|          num_centers: 8                       
|              use_box: True                    
| use_points_or_centers: True                    
|         sample_range: (3, 6)                  
| max_sample_iterations: 128                     
|                alpha: 0.5                     
|                 beta: 0.5                     
|                  exp: 0.0                     
|           emd_filter: 0.0                     
|        purity_filter: 0.0                     
|      coverage_filter: 0.3                     
|     use_score_filter: False                   
| deep_score_norm_filter: 0.1                     
|    deep_score_filter: 0.33                    
| topk_scores_threshold: 0.7                     
|     num_merging_mask: 5                       
:================================================

# available GPUs: 2
using MLP layer as FFN
Pretrained weights found at models/dinov2_vitl14_pretrain.pth and loaded with msg: <All keys matched successfully>
[Batch: 0769/2500] mIoU: 45.77  |  FB-IoU: 69.50 |  0: 59.50    |  1: 21.27    |  2: 15.84    |  3: 24.11    |  4: 67.38    |  5: 17.86    |  6: 90.42    |  7: 29.90    |  8: 44.43    |  9: 35.41    |  10: 77.64    |  11: 30.12    |  12: 38.37    |  13: 42.76    |  14: 57.07    |  15: 80.17   
[Batch: 0770/2500] mIoU: 45.75  |  FB-IoU: 69.50 |  0: 59.50    |  1: 21.02    |  2: 15.84    |  3: 24.11    |  4: 67.38    |  5: 17.86    |  6: 90.42    |  7: 29.90    |  8: 44.43    |  9: 35.41    |  10: 77.64    |  11: 30.12    |  12: 38.37    |  13: 42.76    |  14: 57.07    |  15: 80.17   
[Batch: 0771/2500] mIoU: 45.74  |  FB-IoU: 69.51 |  0: 59.50    |  1: 21.02    |  2: 15.72    |  3: 24.11    |  4: 67.38    |  5: 17.86    |  6: 90.42    |  7: 29.90    |  8: 44.43    |  9: 35.41    |  10: 77.64    |  11: 30.12    |  12: 38.37    |  13: 42.76    |  14: 57.07    |  15: 80.17   
[Batch: 0772/2500] mIoU: 45.71  |  FB-IoU: 69.49 |  0: 59.50    |  1: 21.02    |  2: 15.72    |  3: 23.64    |  4: 67.38    |  5: 17.86    |  6: 90.42    |  7: 29.90    |  8: 44.43    |  9: 35.41    |  10: 77.64    |  11: 30.12    |  12: 38.37    |  13: 42.76    |  14: 57.07    |  15: 80.17   
[Batch: 0773/2500] mIoU: 45.72  |  FB-IoU: 69.50 |  0: 59.50    |  1: 21.02    |  2: 15.72    |  3: 23.64    |  4: 67.44    |  5: 17.86    |  6: 90.42    |  7: 29.90    |  8: 44.43    |  9: 35.41    |  10: 77.64    |  11: 30.12    |  12: 38.37    |  13: 42.76    |  14: 57.07    |  15: 80.17   
[Batch: 0774/2500] mIoU: 45.70  |  FB-IoU: 69.47 |  0: 59.50    |  1: 21.02    |  2: 15.72    |  3: 23.64    |  4: 67.44    |  5: 17.64    |  6: 90.42    |  7: 29.90    |  8: 44.43    |  9: 35.41    |  10: 77.64    |  11: 30.12    |  12: 38.37    |  13: 42.76    |  14: 57.07    |  15: 80.17   
[Batch: 0775/2500] mIoU: 45.71  |  FB-IoU: 69.52 |  0: 59.50    |  1: 21.02    |  2: 15.72    |  3: 23.64    |  4: 67.44    |  5: 17.64    |  6: 90.50    |  7: 29.90    |  8: 44.43    |  9: 35.41    |  10: 77.64    |  11: 30.12    |  12: 38.37    |  13: 42.76    |  14: 57.07    |  15: 80.17   
[Batch: 0776/2500] mIoU: 45.71  |  FB-IoU: 69.53 |  0: 59.50    |  1: 21.02    |  2: 15.72    |  3: 23.64    |  4: 67.44    |  5: 17.64    |  6: 90.50    |  7: 29.99    |  8: 44.43    |  9: 35.41    |  10: 77.64    |  11: 30.12    |  12: 38.37    |  13: 42.76    |  14: 57.07    |  15: 80.17   
[Batch: 0777/2500] mIoU: 45.70  |  FB-IoU: 69.48 |  0: 59.50    |  1: 21.02    |  2: 15.72    |  3: 23.64    |  4: 67.44    |  5: 17.64    |  6: 90.50    |  7: 29.99    |  8: 44.22    |  9: 35.41    |  10: 77.64    |  11: 30.12    |  12: 38.37    |  13: 42.76    |  14: 57.07    |  15: 80.17   
[Batch: 0778/2500] mIoU: 45.74  |  FB-IoU: 69.46 |  0: 59.50    |  1: 21.02    |  2: 15.72    |  3: 23.64    |  4: 67.44    |  5: 17.64    |  6: 90.50    |  7: 29.99    |  8: 44.22    |  9: 35.97    |  10: 77.64    |  11: 30.12    |  12: 38.37    |  13: 42.76    |  14: 57.07    |  15: 80.17   
[Batch: 0779/2500] mIoU: 45.71  |  FB-IoU: 69.45 |  0: 59.50    |  1: 21.02    |  2: 15.72    |  3: 23.64    |  4: 67.44    |  5: 17.64    |  6: 90.50    |  7: 29.99    |  8: 44.22    |  9: 35.97    |  10: 77.29    |  11: 30.12    |  12: 38.37    |  13: 42.76    |  14: 57.07    |  15: 80.17   
[Batch: 0780/2500] mIoU: 45.61  |  FB-IoU: 69.35 |  0: 59.50    |  1: 21.02    |  2: 15.72    |  3: 23.64    |  4: 67.44    |  5: 17.64    |  6: 90.50    |  7: 29.99    |  8: 44.22    |  9: 35.97    |  10: 77.29    |  11: 28.47    |  12: 38.37    |  13: 42.76    |  14: 57.07    |  15: 80.17   
[Batch: 0781/2500] mIoU: 45.62  |  FB-IoU: 69.36 |  0: 59.50    |  1: 21.02    |  2: 15.72    |  3: 23.64    |  4: 67.44    |  5: 17.64    |  6: 90.50    |  7: 29.99    |  8: 44.22    |  9: 35.97    |  10: 77.29    |  11: 28.47    |  12: 38.47    |  13: 42.76    |  14: 57.07    |  15: 80.17   
[Batch: 0782/2500] mIoU: 45.69  |  FB-IoU: 69.39 |  0: 59.50    |  1: 21.02    |  2: 15.72    |  3: 23.64    |  4: 67.44    |  5: 17.64    |  6: 90.50    |  7: 29.99    |  8: 44.22    |  9: 35.97    |  10: 77.29    |  11: 28.47    |  12: 38.47    |  13: 43.93    |  14: 57.07    |  15: 80.17   
[Batch: 0783/2500] mIoU: 45.76  |  FB-IoU: 69.45 |  0: 59.50    |  1: 21.02    |  2: 15.72    |  3: 23.64    |  4: 67.44    |  5: 17.64    |  6: 90.50    |  7: 29.99    |  8: 44.22    |  9: 35.97    |  10: 77.29    |  11: 28.47    |  12: 38.47    |  13: 43.93    |  14: 58.23    |  15: 80.17   
[Batch: 0784/2500] mIoU: 45.74  |  FB-IoU: 69.44 |  0: 59.50    |  1: 21.02    |  2: 15.72    |  3: 23.64    |  4: 67.44    |  5: 17.64    |  6: 90.50    |  7: 29.99    |  8: 44.22    |  9: 35.97    |  10: 77.29    |  11: 28.47    |  12: 38.47    |  13: 43.93    |  14: 58.23    |  15: 79.84   
[Batch: 0785/2500] mIoU: 45.75  |  FB-IoU: 69.45 |  0: 59.63    |  1: 21.02    |  2: 15.72    |  3: 23.64    |  4: 67.44    |  5: 17.64    |  6: 90.50    |  7: 29.99    |  8: 44.22    |  9: 35.97    |  10: 77.29    |  11: 28.47    |  12: 38.47    |  13: 43.93    |  14: 58.23    |  15: 79.84   
[Batch: 0786/2500] mIoU: 45.75  |  FB-IoU: 69.46 |  0: 59.63    |  1: 21.09    |  2: 15.72    |  3: 23.64    |  4: 67.44    |  5: 17.64    |  6: 90.50    |  7: 29.99    |  8: 44.22    |  9: 35.97    |  10: 77.29    |  11: 28.47    |  12: 38.47    |  13: 43.93    |  14: 58.23    |  15: 79.84   
[Batch: 0787/2500] mIoU: 45.82  |  FB-IoU: 69.48 |  0: 59.63    |  1: 21.09    |  2: 16.82    |  3: 23.64    |  4: 67.44    |  5: 17.64    |  6: 90.50    |  7: 29.99    |  8: 44.22    |  9: 35.97    |  10: 77.29    |  11: 28.47    |  12: 38.47    |  13: 43.93    |  14: 58.23    |  15: 79.84   
[Batch: 0788/2500] mIoU: 45.84  |  FB-IoU: 69.44 |  0: 59.63    |  1: 21.09    |  2: 16.82    |  3: 23.86    |  4: 67.44    |  5: 17.64    |  6: 90.50    |  7: 29.99    |  8: 44.22    |  9: 35.97    |  10: 77.29    |  11: 28.47    |  12: 38.47    |  13: 43.93    |  14: 58.23    |  15: 79.84   
[Batch: 0789/2500] mIoU: 45.82  |  FB-IoU: 69.44 |  0: 59.63    |  1: 21.09    |  2: 16.82    |  3: 23.86    |  4: 67.15    |  5: 17.64    |  6: 90.50    |  7: 29.99    |  8: 44.22    |  9: 35.97    |  10: 77.29    |  11: 28.47    |  12: 38.47    |  13: 43.93    |  14: 58.23    |  15: 79.84   
[Batch: 0790/2500] mIoU: 45.81  |  FB-IoU: 69.37 |  0: 59.63    |  1: 21.09    |  2: 16.82    |  3: 23.86    |  4: 67.15    |  5: 17.47    |  6: 90.50    |  7: 29.99    |  8: 44.22    |  9: 35.97    |  10: 77.29    |  11: 28.47    |  12: 38.47    |  13: 43.93    |  14: 58.23    |  15: 79.84   
[Batch: 0791/2500] mIoU: 45.81  |  FB-IoU: 69.42 |  0: 59.63    |  1: 21.09    |  2: 16.82    |  3: 23.86    |  4: 67.15    |  5: 17.47    |  6: 90.59    |  7: 29.99    |  8: 44.22    |  9: 35.97    |  10: 77.29    |  11: 28.47    |  12: 38.47    |  13: 43.93    |  14: 58.23    |  15: 79.84   
[Batch: 0792/2500] mIoU: 45.73  |  FB-IoU: 69.40 |  0: 59.63    |  1: 21.09    |  2: 16.82    |  3: 23.86    |  4: 67.15    |  5: 17.47    |  6: 90.59    |  7: 28.66    |  8: 44.22    |  9: 35.97    |  10: 77.29    |  11: 28.47    |  12: 38.47    |  13: 43.93    |  14: 58.23    |  15: 79.84   
[Batch: 0793/2500] mIoU: 45.74  |  FB-IoU: 69.40 |  0: 59.63    |  1: 21.09    |  2: 16.82    |  3: 23.86    |  4: 67.15    |  5: 17.47    |  6: 90.59    |  7: 28.66    |  8: 44.36    |  9: 35.97    |  10: 77.29    |  11: 28.47    |  12: 38.47    |  13: 43.93    |  14: 58.23    |  15: 79.84   
[Batch: 0794/2500] mIoU: 45.71  |  FB-IoU: 69.35 |  0: 59.63    |  1: 21.09    |  2: 16.82    |  3: 23.86    |  4: 67.15    |  5: 17.47    |  6: 90.59    |  7: 28.66    |  8: 44.36    |  9: 35.55    |  10: 77.29    |  11: 28.47    |  12: 38.47    |  13: 43.93    |  14: 58.23    |  15: 79.84   
[Batch: 0795/2500] mIoU: 45.73  |  FB-IoU: 69.39 |  0: 59.63    |  1: 21.09    |  2: 16.82    |  3: 23.86    |  4: 67.15    |  5: 17.47    |  6: 90.59    |  7: 28.66    |  8: 44.36    |  9: 35.55    |  10: 77.50    |  11: 28.47    |  12: 38.47    |  13: 43.93    |  14: 58.23    |  15: 79.84   
[Batch: 0796/2500] mIoU: 45.76  |  FB-IoU: 69.38 |  0: 59.63    |  1: 21.09    |  2: 16.82    |  3: 23.86    |  4: 67.15    |  5: 17.47    |  6: 90.59    |  7: 28.66    |  8: 44.36    |  9: 35.55    |  10: 77.50    |  11: 28.98    |  12: 38.47    |  13: 43.93    |  14: 58.23    |  15: 79.84   
[Batch: 0797/2500] mIoU: 45.77  |  FB-IoU: 69.40 |  0: 59.63    |  1: 21.09    |  2: 16.82    |  3: 23.86    |  4: 67.15    |  5: 17.47    |  6: 90.59    |  7: 28.66    |  8: 44.36    |  9: 35.55    |  10: 77.50    |  11: 28.98    |  12: 38.67    |  13: 43.93    |  14: 58.23    |  15: 79.84   
[Batch: 0798/2500] mIoU: 45.77  |  FB-IoU: 69.40 |  0: 59.63    |  1: 21.09    |  2: 16.82    |  3: 23.86    |  4: 67.15    |  5: 17.47    |  6: 90.59    |  7: 28.66    |  8: 44.36    |  9: 35.55    |  10: 77.50    |  11: 28.98    |  12: 38.67    |  13: 44.02    |  14: 58.23    |  15: 79.84   
[Batch: 0799/2500] mIoU: 45.69  |  FB-IoU: 69.29 |  0: 59.63    |  1: 21.09    |  2: 16.82    |  3: 23.86    |  4: 67.15    |  5: 17.47    |  6: 90.59    |  7: 28.66    |  8: 44.36    |  9: 35.55    |  10: 77.50    |  11: 28.98    |  12: 38.67    |  13: 44.02    |  14: 56.95    |  15: 79.84   
[Batch: 0800/2500] mIoU: 45.61  |  FB-IoU: 69.21 |  0: 59.63    |  1: 21.09    |  2: 16.82    |  3: 23.86    |  4: 67.15    |  5: 17.47    |  6: 90.59    |  7: 28.66    |  8: 44.36    |  9: 35.55    |  10: 77.50    |  11: 28.98    |  12: 38.67    |  13: 44.02    |  14: 56.95    |  15: 78.53   
[Batch: 0801/2500] mIoU: 45.61  |  FB-IoU: 69.21 |  0: 59.53    |  1: 21.09    |  2: 16.82    |  3: 23.86    |  4: 67.15    |  5: 17.47    |  6: 90.59    |  7: 28.66    |  8: 44.36    |  9: 35.55    |  10: 77.50    |  11: 28.98    |  12: 38.67    |  13: 44.02    |  14: 56.95    |  15: 78.53   
[Batch: 0802/2500] mIoU: 45.62  |  FB-IoU: 69.21 |  0: 59.53    |  1: 21.36    |  2: 16.82    |  3: 23.86    |  4: 67.15    |  5: 17.47    |  6: 90.59    |  7: 28.66    |  8: 44.36    |  9: 35.55    |  10: 77.50    |  11: 28.98    |  12: 38.67    |  13: 44.02    |  14: 56.95    |  15: 78.53   
[Batch: 0803/2500] mIoU: 45.63  |  FB-IoU: 69.22 |  0: 59.53    |  1: 21.36    |  2: 16.87    |  3: 23.86    |  4: 67.15    |  5: 17.47    |  6: 90.59    |  7: 28.66    |  8: 44.36    |  9: 35.55    |  10: 77.50    |  11: 28.98    |  12: 38.67    |  13: 44.02    |  14: 56.95    |  15: 78.53   
[Batch: 0804/2500] mIoU: 45.64  |  FB-IoU: 69.23 |  0: 59.53    |  1: 21.36    |  2: 16.87    |  3: 23.99    |  4: 67.15    |  5: 17.47    |  6: 90.59    |  7: 28.66    |  8: 44.36    |  9: 35.55    |  10: 77.50    |  11: 28.98    |  12: 38.67    |  13: 44.02    |  14: 56.95    |  15: 78.53   
[Batch: 0805/2500] mIoU: 45.64  |  FB-IoU: 69.24 |  0: 59.53    |  1: 21.36    |  2: 16.87    |  3: 23.99    |  4: 67.22    |  5: 17.47    |  6: 90.59    |  7: 28.66    |  8: 44.36    |  9: 35.55    |  10: 77.50    |  11: 28.98    |  12: 38.67    |  13: 44.02    |  14: 56.95    |  15: 78.53   
[Batch: 0806/2500] mIoU: 45.71  |  FB-IoU: 69.21 |  0: 59.53    |  1: 21.36    |  2: 16.87    |  3: 23.99    |  4: 67.22    |  5: 18.55    |  6: 90.59    |  7: 28.66    |  8: 44.36    |  9: 35.55    |  10: 77.50    |  11: 28.98    |  12: 38.67    |  13: 44.02    |  14: 56.95    |  15: 78.53   
[Batch: 0807/2500] mIoU: 45.71  |  FB-IoU: 69.26 |  0: 59.53    |  1: 21.36    |  2: 16.87    |  3: 23.99    |  4: 67.22    |  5: 18.55    |  6: 90.68    |  7: 28.66    |  8: 44.36    |  9: 35.55    |  10: 77.50    |  11: 28.98    |  12: 38.67    |  13: 44.02    |  14: 56.95    |  15: 78.53   
[Batch: 0808/2500] mIoU: 45.72  |  FB-IoU: 69.27 |  0: 59.53    |  1: 21.36    |  2: 16.87    |  3: 23.99    |  4: 67.22    |  5: 18.55    |  6: 90.68    |  7: 28.78    |  8: 44.36    |  9: 35.55    |  10: 77.50    |  11: 28.98    |  12: 38.67    |  13: 44.02    |  14: 56.95    |  15: 78.53   
[Batch: 0809/2500] mIoU: 45.73  |  FB-IoU: 69.27 |  0: 59.53    |  1: 21.36    |  2: 16.87    |  3: 23.99    |  4: 67.22    |  5: 18.55    |  6: 90.68    |  7: 28.78    |  8: 44.51    |  9: 35.55    |  10: 77.50    |  11: 28.98    |  12: 38.67    |  13: 44.02    |  14: 56.95    |  15: 78.53   
[Batch: 0810/2500] mIoU: 45.81  |  FB-IoU: 69.30 |  0: 59.53    |  1: 21.36    |  2: 16.87    |  3: 23.99    |  4: 67.22    |  5: 18.55    |  6: 90.68    |  7: 28.78    |  8: 44.51    |  9: 36.76    |  10: 77.50    |  11: 28.98    |  12: 38.67    |  13: 44.02    |  14: 56.95    |  15: 78.53   
[Batch: 0811/2500] mIoU: 45.75  |  FB-IoU: 69.24 |  0: 59.53    |  1: 21.36    |  2: 16.87    |  3: 23.99    |  4: 67.22    |  5: 18.55    |  6: 90.68    |  7: 28.78    |  8: 44.51    |  9: 36.76    |  10: 76.67    |  11: 28.98    |  12: 38.67    |  13: 44.02    |  14: 56.95    |  15: 78.53   
[Batch: 0812/2500] mIoU: 45.75  |  FB-IoU: 69.25 |  0: 59.53    |  1: 21.36    |  2: 16.87    |  3: 23.99    |  4: 67.22    |  5: 18.55    |  6: 90.68    |  7: 28.78    |  8: 44.51    |  9: 36.76    |  10: 76.67    |  11: 28.99    |  12: 38.67    |  13: 44.02    |  14: 56.95    |  15: 78.53   
[Batch: 0813/2500] mIoU: 45.78  |  FB-IoU: 69.25 |  0: 59.53    |  1: 21.36    |  2: 16.87    |  3: 23.99    |  4: 67.22    |  5: 18.55    |  6: 90.68    |  7: 28.78    |  8: 44.51    |  9: 36.76    |  10: 76.67    |  11: 28.99    |  12: 39.04    |  13: 44.02    |  14: 56.95    |  15: 78.53   
[Batch: 0814/2500] mIoU: 45.75  |  FB-IoU: 69.23 |  0: 59.53    |  1: 21.36    |  2: 16.87    |  3: 23.99    |  4: 67.22    |  5: 18.55    |  6: 90.68    |  7: 28.78    |  8: 44.51    |  9: 36.76    |  10: 76.67    |  11: 28.99    |  12: 39.04    |  13: 43.61    |  14: 56.95    |  15: 78.53   
[Batch: 0815/2500] mIoU: 45.75  |  FB-IoU: 69.24 |  0: 59.53    |  1: 21.36    |  2: 16.87    |  3: 23.99    |  4: 67.22    |  5: 18.55    |  6: 90.68    |  7: 28.78    |  8: 44.51    |  9: 36.76    |  10: 76.67    |  11: 28.99    |  12: 39.04    |  13: 43.61    |  14: 56.88    |  15: 78.53   
[Batch: 0816/2500] mIoU: 45.75  |  FB-IoU: 69.26 |  0: 59.53    |  1: 21.36    |  2: 16.87    |  3: 23.99    |  4: 67.22    |  5: 18.55    |  6: 90.68    |  7: 28.78    |  8: 44.51    |  9: 36.76    |  10: 76.67    |  11: 28.99    |  12: 39.04    |  13: 43.61    |  14: 56.88    |  15: 78.63   
[Batch: 0817/2500] mIoU: 45.77  |  FB-IoU: 69.28 |  0: 59.85    |  1: 21.36    |  2: 16.87    |  3: 23.99    |  4: 67.22    |  5: 18.55    |  6: 90.68    |  7: 28.78    |  8: 44.51    |  9: 36.76    |  10: 76.67    |  11: 28.99    |  12: 39.04    |  13: 43.61    |  14: 56.88    |  15: 78.63   
[Batch: 0818/2500] mIoU: 45.80  |  FB-IoU: 69.29 |  0: 59.85    |  1: 21.81    |  2: 16.87    |  3: 23.99    |  4: 67.22    |  5: 18.55    |  6: 90.68    |  7: 28.78    |  8: 44.51    |  9: 36.76    |  10: 76.67    |  11: 28.99    |  12: 39.04    |  13: 43.61    |  14: 56.88    |  15: 78.63   
[Batch: 0819/2500] mIoU: 45.81  |  FB-IoU: 69.30 |  0: 59.85    |  1: 21.81    |  2: 17.04    |  3: 23.99    |  4: 67.22    |  5: 18.55    |  6: 90.68    |  7: 28.78    |  8: 44.51    |  9: 36.76    |  10: 76.67    |  11: 28.99    |  12: 39.04    |  13: 43.61    |  14: 56.88    |  15: 78.63   
[Batch: 0820/2500] mIoU: 45.81  |  FB-IoU: 69.30 |  0: 59.85    |  1: 21.81    |  2: 17.04    |  3: 23.93    |  4: 67.22    |  5: 18.55    |  6: 90.68    |  7: 28.78    |  8: 44.51    |  9: 36.76    |  10: 76.67    |  11: 28.99    |  12: 39.04    |  13: 43.61    |  14: 56.88    |  15: 78.63   
[Batch: 0821/2500] mIoU: 45.75  |  FB-IoU: 69.26 |  0: 59.85    |  1: 21.81    |  2: 17.04    |  3: 23.93    |  4: 66.32    |  5: 18.55    |  6: 90.68    |  7: 28.78    |  8: 44.51    |  9: 36.76    |  10: 76.67    |  11: 28.99    |  12: 39.04    |  13: 43.61    |  14: 56.88    |  15: 78.63   
[Batch: 0822/2500] mIoU: 45.77  |  FB-IoU: 69.28 |  0: 59.85    |  1: 21.81    |  2: 17.04    |  3: 23.93    |  4: 66.32    |  5: 18.79    |  6: 90.68    |  7: 28.78    |  8: 44.51    |  9: 36.76    |  10: 76.67    |  11: 28.99    |  12: 39.04    |  13: 43.61    |  14: 56.88    |  15: 78.63   
[Batch: 0823/2500] mIoU: 45.77  |  FB-IoU: 69.33 |  0: 59.85    |  1: 21.81    |  2: 17.04    |  3: 23.93    |  4: 66.32    |  5: 18.79    |  6: 90.77    |  7: 28.78    |  8: 44.51    |  9: 36.76    |  10: 76.67    |  11: 28.99    |  12: 39.04    |  13: 43.61    |  14: 56.88    |  15: 78.63   
[Batch: 0824/2500] mIoU: 45.77  |  FB-IoU: 69.34 |  0: 59.85    |  1: 21.81    |  2: 17.04    |  3: 23.93    |  4: 66.32    |  5: 18.79    |  6: 90.77    |  7: 28.67    |  8: 44.51    |  9: 36.76    |  10: 76.67    |  11: 28.99    |  12: 39.04    |  13: 43.61    |  14: 56.88    |  15: 78.63   
[Batch: 0825/2500] mIoU: 45.77  |  FB-IoU: 69.34 |  0: 59.85    |  1: 21.81    |  2: 17.04    |  3: 23.93    |  4: 66.32    |  5: 18.79    |  6: 90.77    |  7: 28.67    |  8: 44.53    |  9: 36.76    |  10: 76.67    |  11: 28.99    |  12: 39.04    |  13: 43.61    |  14: 56.88    |  15: 78.63   
[Batch: 0826/2500] mIoU: 45.79  |  FB-IoU: 69.34 |  0: 59.85    |  1: 21.81    |  2: 17.04    |  3: 23.93    |  4: 66.32    |  5: 18.79    |  6: 90.77    |  7: 28.67    |  8: 44.53    |  9: 37.05    |  10: 76.67    |  11: 28.99    |  12: 39.04    |  13: 43.61    |  14: 56.88    |  15: 78.63   
[Batch: 0827/2500] mIoU: 45.77  |  FB-IoU: 69.34 |  0: 59.85    |  1: 21.81    |  2: 17.04    |  3: 23.93    |  4: 66.32    |  5: 18.79    |  6: 90.77    |  7: 28.67    |  8: 44.53    |  9: 37.05    |  10: 76.47    |  11: 28.99    |  12: 39.04    |  13: 43.61    |  14: 56.88    |  15: 78.63   
[Batch: 0828/2500] mIoU: 45.79  |  FB-IoU: 69.35 |  0: 59.85    |  1: 21.81    |  2: 17.04    |  3: 23.93    |  4: 66.32    |  5: 18.79    |  6: 90.77    |  7: 28.67    |  8: 44.53    |  9: 37.05    |  10: 76.47    |  11: 29.33    |  12: 39.04    |  13: 43.61    |  14: 56.88    |  15: 78.63   
[Batch: 0829/2500] mIoU: 45.79  |  FB-IoU: 69.35 |  0: 59.85    |  1: 21.81    |  2: 17.04    |  3: 23.93    |  4: 66.32    |  5: 18.79    |  6: 90.77    |  7: 28.67    |  8: 44.53    |  9: 37.05    |  10: 76.47    |  11: 29.33    |  12: 39.05    |  13: 43.61    |  14: 56.88    |  15: 78.63   
[Batch: 0830/2500] mIoU: 45.82  |  FB-IoU: 69.35 |  0: 59.85    |  1: 21.81    |  2: 17.04    |  3: 23.93    |  4: 66.32    |  5: 18.79    |  6: 90.77    |  7: 28.67    |  8: 44.53    |  9: 37.05    |  10: 76.47    |  11: 29.33    |  12: 39.05    |  13: 43.99    |  14: 56.88    |  15: 78.63   
[Batch: 0831/2500] mIoU: 45.76  |  FB-IoU: 69.27 |  0: 59.85    |  1: 21.81    |  2: 17.04    |  3: 23.93    |  4: 66.32    |  5: 18.79    |  6: 90.77    |  7: 28.67    |  8: 44.53    |  9: 37.05    |  10: 76.47    |  11: 29.33    |  12: 39.05    |  13: 43.99    |  14: 55.97    |  15: 78.63   
[Batch: 0832/2500] mIoU: 45.75  |  FB-IoU: 69.28 |  0: 59.85    |  1: 21.81    |  2: 17.04    |  3: 23.93    |  4: 66.32    |  5: 18.79    |  6: 90.77    |  7: 28.67    |  8: 44.53    |  9: 37.05    |  10: 76.47    |  11: 29.33    |  12: 39.05    |  13: 43.99    |  14: 55.97    |  15: 78.51   
[Batch: 0833/2500] mIoU: 45.76  |  FB-IoU: 69.28 |  0: 59.97    |  1: 21.81    |  2: 17.04    |  3: 23.93    |  4: 66.32    |  5: 18.79    |  6: 90.77    |  7: 28.67    |  8: 44.53    |  9: 37.05    |  10: 76.47    |  11: 29.33    |  12: 39.05    |  13: 43.99    |  14: 55.97    |  15: 78.51   
[Batch: 0834/2500] mIoU: 45.77  |  FB-IoU: 69.29 |  0: 59.97    |  1: 21.98    |  2: 17.04    |  3: 23.93    |  4: 66.32    |  5: 18.79    |  6: 90.77    |  7: 28.67    |  8: 44.53    |  9: 37.05    |  10: 76.47    |  11: 29.33    |  12: 39.05    |  13: 43.99    |  14: 55.97    |  15: 78.51   
[Batch: 0835/2500] mIoU: 45.78  |  FB-IoU: 69.30 |  0: 59.97    |  1: 21.98    |  2: 17.16    |  3: 23.93    |  4: 66.32    |  5: 18.79    |  6: 90.77    |  7: 28.67    |  8: 44.53    |  9: 37.05    |  10: 76.47    |  11: 29.33    |  12: 39.05    |  13: 43.99    |  14: 55.97    |  15: 78.51   
[Batch: 0836/2500] mIoU: 45.77  |  FB-IoU: 69.28 |  0: 59.97    |  1: 21.98    |  2: 17.16    |  3: 23.80    |  4: 66.32    |  5: 18.79    |  6: 90.77    |  7: 28.67    |  8: 44.53    |  9: 37.05    |  10: 76.47    |  11: 29.33    |  12: 39.05    |  13: 43.99    |  14: 55.97    |  15: 78.51   
[Batch: 0837/2500] mIoU: 45.80  |  FB-IoU: 69.31 |  0: 59.97    |  1: 21.98    |  2: 17.16    |  3: 23.80    |  4: 66.74    |  5: 18.79    |  6: 90.77    |  7: 28.67    |  8: 44.53    |  9: 37.05    |  10: 76.47    |  11: 29.33    |  12: 39.05    |  13: 43.99    |  14: 55.97    |  15: 78.51   
[Batch: 0838/2500] mIoU: 45.81  |  FB-IoU: 69.32 |  0: 59.97    |  1: 21.98    |  2: 17.16    |  3: 23.80    |  4: 66.74    |  5: 18.97    |  6: 90.77    |  7: 28.67    |  8: 44.53    |  9: 37.05    |  10: 76.47    |  11: 29.33    |  12: 39.05    |  13: 43.99    |  14: 55.97    |  15: 78.51   
[Batch: 0839/2500] mIoU: 45.81  |  FB-IoU: 69.36 |  0: 59.97    |  1: 21.98    |  2: 17.16    |  3: 23.80    |  4: 66.74    |  5: 18.97    |  6: 90.72    |  7: 28.67    |  8: 44.53    |  9: 37.05    |  10: 76.47    |  11: 29.33    |  12: 39.05    |  13: 43.99    |  14: 55.97    |  15: 78.51   
[Batch: 0840/2500] mIoU: 45.83  |  FB-IoU: 69.37 |  0: 59.97    |  1: 21.98    |  2: 17.16    |  3: 23.80    |  4: 66.74    |  5: 18.97    |  6: 90.72    |  7: 29.10    |  8: 44.53    |  9: 37.05    |  10: 76.47    |  11: 29.33    |  12: 39.05    |  13: 43.99    |  14: 55.97    |  15: 78.51   
[Batch: 0841/2500] mIoU: 45.82  |  FB-IoU: 69.31 |  0: 59.97    |  1: 21.98    |  2: 17.16    |  3: 23.80    |  4: 66.74    |  5: 18.97    |  6: 90.72    |  7: 29.10    |  8: 44.36    |  9: 37.05    |  10: 76.47    |  11: 29.33    |  12: 39.05    |  13: 43.99    |  14: 55.97    |  15: 78.51   
